              wave               response
------------------ ----------------------
            8275.0  8.190349957265634e-11
  8276.07800387597   8.07325472517991e-11
 8277.156007751939   7.95615949309402e-11
 8278.234011627908  7.839064261008295e-11
 8279.312015503878   7.72196902892257e-11
 8280.390019379847  7.604873796836845e-11
 8281.468023255817   7.48777856475112e-11
 8282.546027131786  7.370683332665396e-11
 8283.624031007756  7.253588100579506e-11
 8284.702034883725  7.136492868493781e-11
 8285.780038759694  7.345678049709282e-11
 8286.858042635664   6.70304776401294e-11
 8287.936046511633  6.301821367319577e-11
 8289.014050387603  6.841688499089371e-11
 8290.092054263572  6.720188106043571e-11
 8291.170058139542  6.474894869680888e-11
 8292.248062015511  6.328345384569639e-11
  8293.32606589148  6.190058825875093e-11
  8294.40406976745  6.057426848429032e-11
  8295.48207364342  5.961541205496272e-11
 8296.560077519389  5.874247957329226e-11
 8297.638081395358  5.757605616930412e-11
 8298.716085271328  5.643645005473483e-11
 8299.794089147297  5.535274068676948e-11
 8300.872093023267  5.432492806540807e-11
 8301.950096899236   5.33530121906506e-11
 8303.028100775206 5.2647911260461646e-11
 8304.106104651175  5.169255972626099e-11
 8305.184108527144   5.08150961841274e-11
 8306.262112403114  4.996095241839373e-11
 8307.340116279083  4.913012842905997e-11
 8308.418120155053  4.842861138052102e-11
 8309.496124031022  4.757174046014053e-11
 8310.574127906992 4.6778151704082086e-11
 8311.652131782961 4.6018193203503676e-11
  8312.73013565893 4.5373609771390075e-11
   8313.8081395349  4.465051108574307e-11
  8314.88614341087  4.394205414850422e-11
 8315.964147286839 4.3248238959673566e-11
 8317.042151162808  4.256906551925106e-11
 8318.120155038778  4.190453382723672e-11
 8319.198158914747  4.125464388363054e-11
 8320.276162790717  4.065078099224144e-11
 8321.354166666686  3.998159675999905e-11
 8322.432170542656 3.9331310055610146e-11
 8323.510174418625 3.8734564745226733e-11
 8324.588178294594 3.8156450064063116e-11
 8325.666182170564 3.7632367026162747e-11
 8326.744186046533 3.7063837239233956e-11
 8327.822189922503 3.6505712996485186e-11
 8328.900193798472 3.5968335870804756e-11
 8329.978197674442  3.537371364864497e-11
 8331.056201550411   3.47694503425477e-11
  8332.13420542638 3.4225280882458466e-11
  8333.21220930235  3.368782480145988e-11
  8334.29021317832 3.3157082099551924e-11
 8335.368217054289  3.263305277673461e-11
 8336.446220930258 3.2154499767123215e-11
 8337.524224806228  3.168840211154598e-11
 8338.602228682197  3.121753172354837e-11
 8339.680232558167 3.0688311617108034e-11
 8340.758236434136  3.015646086093848e-11
 8341.836240310105  2.966879440480878e-11
 8342.914244186075  2.921072848614809e-11
 8343.992248062044  2.875544334008225e-11
 8345.070251938014  2.831620016566007e-11
 8346.148255813983 2.7910882891521977e-11
 8347.226259689953 2.7540123456681446e-11
 8348.304263565922 2.7135254773483792e-11
 8349.382267441892 2.6728888131462415e-11
 8350.460271317861 2.6361210104749924e-11
  8351.53827519383 2.6012987783869637e-11
   8352.6162790698 2.5652395586232215e-11
  8353.69428294577 2.5301875442222904e-11
 8354.772286821739 2.4963019967982665e-11
 8355.850290697708 2.4683625015749798e-11
 8356.928294573678 2.4425809159702647e-11
 8358.006298449647 2.4149385994599877e-11
 8359.084302325617  2.385753010112401e-11
 8360.162306201586   2.35731348683668e-11
 8361.240310077555 2.3317317222608622e-11
 8362.318313953525  2.307719887958149e-11
 8363.396317829494 2.2831141916430072e-11
 8364.474321705464 2.2584692847589997e-11
 8365.552325581433 2.2350179839519296e-11
 8366.630329457403 2.2100704673712087e-11
 8367.708333333372 2.1855947896974276e-11
 8368.786337209342 2.1632410245258615e-11
 8369.864341085311  2.144123158222305e-11
  8370.94234496128 2.1264632297757912e-11
  8372.02034883725 2.1061250108864246e-11
  8373.09835271322 2.0849912514953366e-11
 8374.176356589189 2.0651454748485742e-11
 8375.254360465158  2.046938668463805e-11
 8376.332364341128  2.029182237208249e-11
 8377.410368217097  2.010501686749242e-11
 8378.488372093067 1.9938353230239656e-11
 8379.566375969036 1.9787804555363408e-11
 8380.644379845005  1.963230405280202e-11
 8381.722383720975 1.9492397985635585e-11
 8382.800387596944 1.9347877193291102e-11
 8383.878391472914 1.9204863824573457e-11
 8384.956395348883 1.9058188943887125e-11
 8386.034399224853   1.89023883320453e-11
 8387.112403100822 1.8756022028954067e-11
 8388.190406976792 1.8618977001985928e-11
 8389.268410852761 1.8494982043193707e-11
  8390.34641472873 1.8388851275379505e-11
   8391.4244186047 1.8286213727078414e-11
  8392.50242248067 1.8177507519528983e-11
 8393.580426356639 1.8078677214421228e-11
 8394.658430232608   1.79702749666374e-11
 8395.736434108578 1.7866223238797724e-11
 8396.814437984547 1.7776503015699607e-11
 8397.892441860517 1.7685804651544465e-11
 8398.970445736486 1.7619934322970615e-11
 8400.048449612455 1.7549279099721034e-11
 8401.126453488425 1.7491657162708135e-11
 8402.204457364394 1.7449613460539166e-11
 8403.282461240364 1.7404484056130634e-11
 8404.360465116333  1.736915593394087e-11
