# $Revision: 3 $
# $Author: gregz $
# $Date: 2018-10-10 14:29:55 -0500 (Wed, 10 Oct 2018) $
# lambda    approx_x	active
3650.1530	 35 		0.024 	Hg
3654.8360 	 45 		0.009 	Hg
3663.2790 	 62 		0.007 	Hg
4046.563         843            0.274   Hg
4077.831	 905		0.019   Hg
4358.327	 1471		1.000	Hg
4404.7505 	 1566 		0.002 	Fe
4412.989	 1582		0.003	Cd
4481.811 	 1723 		0.002 	Ar
4545.052 	 1853 		0.003 	Ar
4579.350 	 1924 		0.001 	Ar
4589.898 	 1945 		0.002 	Ar
4609.567 	 1986 		0.003 	Ar
