# AIRGLOW LINE LIST for SKYCORR (Noll et al. 2013)
# based on
# - Hanuschik (2003) and Cosby et al. (2006) UVES line atlas
#   for optical non-OH lines and OH lines with delta v >= 4
#   (scaled to mean intensities of the Patat (2008) FORS1 data set)
# - OH calculations of Rousselot et al. (2000)
#   for Einstein coefficients of Goldman et al. (1998) instead of Mies (1974)
#   (scaled to the measured OH intensities in the optical)
# - O2 bands at 1.27 and 1.58 mum from the HITRAN database for 200 K
#   (scaled to match mean O2/OH band flux ratios of an XSHOOTER NIR data set)
# Meaning of Columns:
# Wavelength: line centres in vacuum and mum
# Flux: unextincted line flux in phot/sm2as2
# Trans: absorption-related transmission at zenith for Cerro Paranal mean
#        conditions
# Different variability classes are indicated:
# Type: 1: OI5577, 2: NaID, 3: OIred, 4: OH, 5: O2
# Flag for roto-vibrational systems (A and B groups defined):
# System: 0: no B groups defined, 1: OH, 2: O2(b-X), 3: O2(a-X)
# Fine classification by two group IDs:
# GroupA: e.g. same electronic states or vibrational transitions
# GroupB: e.g. same rotational upper levels
# For more details: SKYCORR user manual and Noll et al. (2012, A&A 543, A92)
# Wavelength[mum] Flux[phot/sm2as2] Trans[X=1] Type System GroupA GroupB
0.862844   0.1512 0.997108  5  2 45 13                                          
0.863029   0.2172 0.996784  5  2 45 12                                          
0.863180   0.1761 0.997082  5  2 45 12                                          
0.863387   0.2270 0.996713  5  2 45 12                                          
0.863536   0.1892 0.997397  5  2 45 12                                          
0.863764   0.2066 0.997499  5  2 45 11                                          
0.863910   0.1445 0.998212  5  2 45 11                                          
0.864162   0.1223 0.998591  5  2 45 11                                          
0.864303   0.0511 0.999272  5  2 45 11                                          
0.864422   0.0180 0.999488  4  1 20  0                                          
0.864465   0.0122 0.999490  4  1 20  0                                          
0.864625   0.0000 0.999497  4  1 18  0                                          
0.864928   0.1891 0.998987  5  2 45 11                                          
0.865210   0.2018 0.998497  5  2 45 11                                          
0.865276   0.0413 0.999525  4  1 20  0                                          
0.865367   0.2553 0.998087  5  2 45 11                                          
0.865464   0.0065 0.999535  4  1 19  0                                          
0.865615   0.0092 0.999538  4  1 19  0                                          
0.865674   0.2530 0.997988  5  2 45 11                                          
0.865824   0.3228 0.997129  5  2 45 11                                          
0.866011   0.0129 0.999557  4  1 19  0                                          
0.866152   0.2742 0.997222  5  2 45 12                                          
0.866302   0.3407 0.997382  5  2 45 12                                          
0.866651   0.2781 0.997521  5  2 45 12                                          
0.866797   0.3188 0.997046  5  2 45 12                                          
0.867034   0.0075 0.999591  1  0  1  0                                          
0.867166   0.2331 0.997418  5  2 45 13                                          
0.867311   0.2657 0.997150  5  2 45 13                                          
0.867701   0.1758 0.997794  5  2 45 13                                          
0.867845   0.1927 0.997682  5  2 45 13                                          
0.868255   0.1225 0.998456  5  2 45 14                                          
0.868397   0.1291 0.998354  5  2 45 14                                          
0.868578   0.0025 0.999632  1  0  1  0                                          
0.868828   0.0719 0.998973  5  2 45 14                                          
0.868969   0.0811 0.998987  5  2 45 14                                          
0.869420   0.0408 0.999204  5  2 45  0                                          
0.869560   0.0477 0.999298  5  2 45  0                                          
0.870031   0.0193 0.999528  5  2 45  0                                          
0.870170   0.0210 0.999552  5  2 45  0                                          
0.870251   0.0325 0.999658  4  1 20  0                                          
0.870308   0.0273 0.999661  4  1 20  0                                          
0.870403   0.0027 0.999660  4  1 20  8                                          
0.870453   0.0019 0.999663  4  1 20  8                                          
0.870660   0.0109 0.999665  5  2 45  0                                          
0.870800   0.0098 0.999669  5  2 45  0                                          
0.870935   0.0478 0.999670  4  1 20  0                                          
0.871038   0.0387 0.999640  4  1 20  0                                          
0.871311   0.0042 0.999677  5  2 45  0                                          
0.871398   0.0008 0.999678  1  0  1  0                                          
0.871447   0.0041 0.999667  5  2 45  0                                          
0.871902   0.0017 0.999568  1  0  1  0                                          
0.871980   0.0033 0.999689  1  0  1  0                                          
0.872114   0.0025 0.999687  1  0  1  0                                          
0.872915   0.0226 0.999705  4  1 21  1                                          
0.873988   0.0140 0.999718  4  1 19  0                                          
0.874156   0.0098 0.999720  4  1 19  0                                          
0.874300   0.0185 0.999721  4  1 19  0                                          
0.874537   0.0110 0.999216  4  1 19  0                                          
0.874938   0.0046 0.999725  4  1 18  0                                          
0.875265   0.0213 0.999613  4  1 21  3                                          
0.876114   0.4752 0.999706  4  1 21 10                                          
0.876269   0.2167 0.999729  4  1 21  0                                          
0.876375   1.0672 0.999653  4  1 21  8                                          
0.876403   0.4333 0.999723  4  1 21  9                                          
0.876543   0.0339 0.999731  4  1 20  0                                          
0.876613   0.0257 0.999719  4  1 20  0                                          
0.876883   0.5656 0.999733  4  1 21  7                                          
0.877033   1.7036 0.999729  4  1 21  6                                          
0.877157   0.0449 0.999653  4  1 20  0                                          
0.877279   0.0372 0.999723  4  1 20  0                                          
0.877745   0.0134 0.999733  4  1 21  5                                          
0.877863   0.7999 0.999734  4  1 21  5                                          
0.878075   1.8142 0.999733  4  1 21  4                                          
0.879265   0.0551 0.999730  4  1 21  0                                          
0.879360   0.7523 0.999728  4  1 21  3                                          
0.880402   0.0029 0.999722  4  1 21  7                                          
0.880438   0.0048 0.999721  4  1 21  7                                          
0.881164   0.0499 0.999682  4  1 21  0                                          
0.881260   0.0369 0.999714  4  1 21  0                                          
0.881286   0.0350 0.999712  4  1 21  0                                          
0.882788   0.5247 0.999707  4  1 21  1                                          
0.882953   4.5357 0.999705  4  1 21  2                                          
0.883043   0.0182 0.999704  4  1 19  0                                          
0.883231   0.0099 0.999691  4  1 19  0                                          
0.883319   0.0633 0.999522  4  1 20  0                                          
0.883399   0.0259 0.999476  4  1 20  0                                          
0.883535   0.1436 0.999694  4  1 21  3                                          
0.883555   0.1259 0.999695  4  1 21  3                                          
0.883598   0.0127 0.999695  4  1 19  0                                          
0.883655   0.0335 0.999692  4  1 21  0                                          
0.883696   0.0263 0.999685  4  1 21  0                                          
0.883888   1.8194 0.999477  4  1 21  4                                          
0.884011   0.0384 0.999678  4  1 20  0                                          
0.884771   0.0297 0.999665  4  1 21  5                                          
0.884805   0.0296 0.999615  4  1 21  5                                          
0.884944   0.0111 0.999668  4  1 21  2                                          
0.885203   0.2932 0.999674  4  1 21  6                                          
0.885250   0.2832 0.999670  4  1 21  6                                          
0.885660   0.0035 0.999666  5  2 45 11                                          
0.886163   0.0010 0.999292  5  2 45 12                                          
0.886224   0.0010 0.999614  4  1 18  0                                          
0.886320   0.0015 0.999656  5  2 45 12                                          
0.886410   0.0411 0.999660  4  1 21  0                                          
0.886493   0.0090 0.999660  4  1 21  7                                          
0.886528   0.0353 0.999660  4  1 21  0                                          
0.886584   0.0211 0.999659  4  1 21  0                                          
0.886681   0.0016 0.999651  5  2 45 12                                          
0.886943   0.0873 0.999582  4  1 21  8                                          
0.887004   1.2335 0.999636  4  1 21  1                                          
0.887378   0.0016 0.999647  5  2 45 13                                          
0.888693   0.0078 0.999642  4  1 21  9                                          
0.888830   3.6747 0.999640  4  1 21  2                                          
0.889114   0.0238 0.999631  4  1 21 10                                          
0.889249   0.0250 0.999638  4  1 21 10                                          
0.889765   0.0183 0.999591  4  1 21  0                                          
0.889790   0.0172 0.999593  4  1 21  0                                          
0.889900   0.0193 0.990467  4  1 21  0                                          
0.889970   0.0163 0.999514  4  1 21  0                                          
0.890556   1.5149 0.999634  4  1 21  3                                          
0.890680   0.0265 0.999636  4  1 20  0                                          
0.890813   0.0067 0.999629  4  1 21  2                                          
0.891085   0.0476 0.999594  4  1 20  0                                          
0.891249   0.0350 0.999612  4  1 20  0                                          
0.891726   0.0073 0.999608  4  1 21  0                                          
0.891921   0.0057 0.999369  4  1 21  0                                          
0.892209   4.0098 0.996339  4  1 21  4                                          
0.892331   0.0275 0.999557  4  1 21  4                                          
0.892388   0.0081 0.999488  4  1 21  6                                          
0.892525   0.0025 0.998781  5  2 45  0                                          
0.892650   0.0172 0.999603  4  1 19  0                                          
0.892864   0.0093 0.999542  4  1 19  0                                          
0.892923   0.0232 0.994431  4  1 19  0                                          
0.892986   0.0017 0.999451  5  2 45 14                                          
0.893054   0.0580 0.999353  4  1 21  2                                          
0.893155   0.0028 0.934371  5  2 45 14                                          
0.893215   0.0121 0.997667  4  1 19  0                                          
0.893257   0.0034 0.990008  5  2 45 13                                          
0.893426   0.0022 0.998539  5  2 45 13                                          
0.893556   0.0047 0.999294  5  2 45 13                                          
0.893641   0.0074 0.980544  4  1 21  0                                          
0.893678   0.0054 0.994924  4  1 21  0                                          
0.893721   0.0031 0.999006  5  2 45 13                                          
0.893781   0.0090 0.998835  4  1 21  0                                          
0.893871   0.0180 0.999450  4  1 21  0                                          
0.894040   0.0029 0.999425  5  2 45 12                                          
0.894184   0.0079 0.999416  4  1 21  4                                          
0.894224   0.0037 0.998902  5  2 45 12                                          
0.894388   0.0025 0.999024  5  2 45 12                                          
0.894587   1.3188 0.999314  4  1 21  5                                          
0.894763   0.0016 0.999341  5  2 45 11                                          
0.895002   0.0027 0.999074  5  2 45 11                                          
0.895800   0.0022 0.995628  5  2 45 11                                          
0.896041   1.7154 0.997232  4  1 21  6                                          
0.896071   1.6465 0.985372  4  1 21  6                                          
0.896262   0.0054 0.999203  5  2 45 11                                          
0.896545   0.0033 0.990720  4  1 21  5                                          
0.896581   0.0030 0.959164  5  2 45 11                                          
0.896747   0.0068 0.992056  5  2 45 11                                          
0.897097   0.0059 0.999093  5  2 45 12                                          
0.897187   0.0036 0.998889  4  1 18  0                                          
0.897256   0.0065 0.998172  5  2 45 12                                          
0.897369   0.0743 0.962079  4  1 21  2                                          
0.897633   0.0047 0.995067  5  2 45 12                                          
0.897790   0.0070 0.996892  5  2 45 12                                          
0.898002   0.0047 0.998897  4  1 21  6                                          
0.898045   0.0115 0.998941  4  1 21  0                                          
0.898102   0.0042 0.998767  4  1 21  0                                          
0.898194   0.0154 0.995200  4  1 21  0                                          
0.898358   0.0485 0.988573  4  1 20  0                                          
0.898480   0.0259 0.998393  4  1 20  0                                          
0.898788   0.0039 0.997340  5  2 45 13                                          
0.898825   0.0525 0.995182  4  1 20  0                                          
0.898943   0.0040 0.971186  5  2 45 13                                          
0.899011   0.0309 0.298529  4  1 20  0                                          
0.899085   0.8908 0.983508  4  1 21  7                                          
0.899393   0.0040 0.932415  5  2 45 14                                          
0.899478   0.0522 0.976189  4  1 21  4                                          
0.899501   0.0370 0.989068  4  1 21  4                                          
0.899554   0.0058 0.927227  5  2 45 14                                          
0.900038   0.0016 0.998253  5  2 45 14                                          
0.900360   0.9245 0.982658  4  1 21  8                                          
0.900406   0.9156 0.994927  4  1 21  8                                          
0.902341   0.0203 0.997453  4  1 21  6                                          
0.902375   0.0228 0.997068  4  1 21  6                                          
0.902845   0.0050 0.451312  4  1 19  0                                          
0.903003   0.0075 0.997635  4  1 21  0                                          
0.903099   0.0152 0.996627  4  1 19  0                                          
0.903148   0.0072 0.996282  4  1 21  0                                          
0.903273   0.0078 0.994173  4  1 21  0                                          
0.903423   0.0118 0.986187  4  1 19  0                                          
0.904054   0.4613 0.999164  4  1 21  9                                          
0.904609   0.0203 0.997286  4  1 21  2                                          
0.905173   0.4561 0.999003  4  1 21 10                                          
0.905235   0.4285 0.998961  4  1 21 10                                          
0.905325   0.0034 0.997256  5  2 45 13                                          
0.905472   0.0048 0.996237  5  2 45 12                                          
0.905645   0.0041 0.997438  5  2 45 12                                          
0.905819   0.0037 0.999158  5  2 45 12                                          
0.905911   0.0109 0.998901  4  1 21  8                                          
0.905946   0.0099 0.997540  4  1 21  8                                          
0.906195   0.0027 0.998060  5  2 45 11                                          
0.906357   0.0019 0.995636  5  2 45 11                                          
0.906674   0.0336 0.985631  4  1 20  0                                          
0.906814   0.0262 0.996995  4  1 20  0                                          
0.907105   0.0499 0.985937  4  1 20  0                                          
0.907315   0.0338 0.995643  4  1 20  0                                          
0.907703   0.0020 0.970979  5  2 45 11                                          
0.907875   0.0044 0.997183  5  2 45 11                                          
0.908203   0.0048 0.952645  5  2 45 11                                          
0.908369   0.0047 0.844716  5  2 45 11                                          
0.908529   0.0040 0.998275  4  1 21  0                                          
0.908609   0.0046 0.997159  4  1 21  0                                          
0.909285   0.0056 0.902025  5  2 45 12                                          
0.909368   0.0022 0.998130  4  1 18  0                                          
0.909450   0.0055 0.995290  5  2 45 12                                          
0.909492   0.1472 0.865924  4  1 21  0                                          
0.909523   0.1389 0.981814  4  1 21  0                                          
0.909616   0.0322 0.929178  4  1 21  4                                          
0.909865   0.0042 0.998377  5  2 45 13                                          
0.909985   0.0012 0.998384  4  1 18  0                                          
0.910029   0.0054 0.995897  5  2 45 13                                          
0.910139   0.0035 0.992572  4  1 21 10                                          
0.910183   0.0043 0.982472  4  1 21 10                                          
0.910491   0.2189 0.998820  4  1 21  0                                          
0.910568   0.2071 0.999032  4  1 21  0                                          
0.910636   0.0047 0.998213  5  2 45 13                                          
0.911118   0.0015 0.990121  5  2 45 14                                          
0.911274   0.0020 0.998083  5  2 45 14                                          
0.913647   0.0160 0.991356  4  1 19  0                                          
0.913888   0.0137 0.912691  4  1 19  0                                          
0.914242   0.0076 0.994743  4  1 19  0                                          
0.914652   0.0022 0.976950  4  1 21  0                                          
0.914976   0.0087 0.997641  4  1 21  0                                          
0.915393   0.0276 0.991801  4  1 21  6                                          
0.915430   0.0911 0.941812  4  1 21  0                                          
0.915477   0.0778 0.971102  4  1 21  0                                          
0.915548   0.0303 0.926642  4  1 20  0                                          
0.915710   0.0209 0.994065  4  1 20  0                                          
0.915948   0.0386 0.977883  4  1 20  0                                          
0.916186   0.0268 0.997679  4  1 20  0                                          
0.916321   0.1279 0.969901  4  1 21  0                                          
0.916416   0.1184 0.997985  4  1 21  0                                          
0.917708   0.0017 0.967332  5  2 45 13                                          
0.917840   0.0024 0.991652  5  2 45 12                                          
0.920259   0.0034 0.999353  5  2 45 11                                          
0.920765   0.0038 0.997688  5  2 45 11                                          
0.921137   0.0049 0.992381  5  2 45 12                                          
0.921306   0.0043 0.998160  5  2 45 12                                          
0.921706   0.0052 0.948497  5  2 45 12                                          
0.921880   0.0830 0.997902  4  1 21  0                                          
0.921941   0.0654 0.983446  4  1 21  0                                          
0.922682   0.1329 0.998036  4  1 21  0                                          
0.922795   0.0955 0.994271  4  1 21  0                                          
0.928860   0.0007 0.986993  4  1 21  0                                          
0.928936   0.0007 0.845164  4  1 21  0                                          
0.929580   0.0012 0.962013  4  1 21  0                                          
0.929716   0.0012 0.939436  4  1 21  0                                          
0.930853   0.2939 0.993913  4  1 22 10                                          
0.930856   0.2939 0.993518  4  1 22 10                                          
0.930990   0.6480 0.942931  4  1 22  8                                          
0.930995   0.6480 0.961219  4  1 22  8                                          
0.931155   0.1428 0.917099  4  1 22  9                                          
0.931167   0.1428 0.873251  4  1 22  9                                          
0.931193   0.1052 0.189267  4  1 22  0                                          
0.931195   0.1052 0.102842  4  1 22  0                                          
0.931326   0.0551 0.984340  4  1 22  0                                          
0.931338   0.0551 0.984941  4  1 22  0                                          
0.931542   0.2870 0.986712  4  1 22  7                                          
0.931550   0.2870 0.990484  4  1 22  7                                          
0.931587   1.0777 0.989470  4  1 22  6                                          
0.931593   1.0777 0.990818  4  1 22  6                                          
0.932022   0.0303 0.958780  4  1 22  0                                          
0.932031   0.0303 0.964488  4  1 22  0                                          
0.932043   0.0169 0.964927  4  1 22  0                                          
0.932055   0.0169 0.971498  4  1 22  0                                          
0.932499   0.4270 0.658231  4  1 22  5                                          
0.932502   0.4270 0.581554  4  1 22  5                                          
0.932626   1.1668 0.954144  4  1 22  4                                          
0.932631   1.1668 0.952064  4  1 22  4                                          
0.933305   0.0042 0.728999  4  1 22  0                                          
0.933313   0.0042 0.904354  4  1 22  0                                          
0.933356   0.0071 0.923816  4  1 22  0                                          
0.933374   0.0071 0.931535  4  1 22  0                                          
0.934040   0.4099 0.866162  4  1 22  3                                          
0.934043   0.4099 0.891516  4  1 22  3                                          
0.935113   0.0008 0.980984  4  1 22  0                                          
0.935116   0.0008 0.982145  4  1 22  0                                          
0.935209   0.0014 0.979073  4  1 22  0                                          
0.935238   0.0014 0.980927  4  1 22  0                                          
0.936387   0.0001 0.826948  4  1 21  0                                          
0.936481   0.0001 0.961788  4  1 21  0                                          
0.937042   0.0002 0.967981  4  1 21  0                                          
0.937201   0.0002 0.003996  4  1 21  0                                          
0.937468   0.0001 0.824223  4  1 22  0                                          
0.937472   0.0001 0.819470  4  1 22  0                                          
0.937594   0.0002 0.962667  4  1 22  0                                          
0.937636   0.0002 0.976822  4  1 22  0                                          
0.937687   0.2970 0.898782  4  1 22  1                                          
0.937691   0.2970 0.938715  4  1 22  1                                          
0.937853   2.7961 0.970656  4  1 22  2                                          
0.937854   2.7961 0.970689  4  1 22  2                                          
0.938546   0.0940 0.970899  4  1 22  3                                          
0.938551   0.0940 0.971774  4  1 22  3                                          
0.938926   1.1002 0.015958  4  1 22  4                                          
0.938931   1.1002 0.107148  4  1 22  4                                          
0.939964   0.0400 0.991572  4  1 22  5                                          
0.939970   0.0400 0.991686  4  1 22  5                                          
0.940461   0.4134 0.972186  4  1 22  6                                          
0.940471   0.4134 0.975977  4  1 22  6                                          
0.940528   0.0000 0.902038  4  1 22  0                                          
0.940585   0.0000 0.913123  4  1 22  0                                          
0.941930   0.0161 0.919778  4  1 22  7                                          
0.941933   0.0161 0.889557  4  1 22  7                                          
0.942226   0.6000 0.981929  4  1 22  1                                          
0.942237   0.6000 0.986106  4  1 22  1                                          
0.942477   0.1387 0.926799  4  1 22  8                                          
0.942495   0.1387 0.960407  4  1 22  8                                          
0.944219   2.0128 0.940602  4  1 22  2                                          
0.944229   2.0128 0.932723  4  1 22  2                                          
0.944434   0.0057 0.881403  4  1 22  9                                          
0.944434   0.0057 0.881403  4  1 22  9                                          
0.944992   0.0405 0.988104  4  1 22 10                                          
0.945020   0.0405 0.989992  4  1 22 10                                          
0.946109   0.8049 0.975140  4  1 22  3                                          
0.946116   0.8049 0.971663  4  1 22  3                                          
0.947469   0.0017 0.991113  4  1 22  0                                          
0.947476   0.0017 0.990763  4  1 22  0                                          
0.947935   2.3253 0.714672  4  1 22  4                                          
0.947956   2.3253 0.968441  4  1 22  4                                          
0.948021   0.0102 0.989316  4  1 22  0                                          
0.948060   0.0102 0.988489  4  1 22  0                                          
0.950542   0.6956 0.963690  4  1 22  5                                          
0.950543   0.6956 0.965750  4  1 22  5                                          
0.951044   0.0004 0.972375  4  1 22  0                                          
0.951058   0.0004 0.960863  4  1 22  0                                          
0.951577   0.0022 0.988445  4  1 22  0                                          
0.951630   0.0022 0.864006  4  1 22  0                                          
0.952179   1.7538 0.723878  4  1 22  6                                          
0.952214   1.7538 0.770548  4  1 22  6                                          
0.955167   0.0001 0.982090  4  1 22  0                                          
0.955190   0.0001 0.990724  4  1 22  0                                          
0.955511   0.4440 0.973582  4  1 22  7                                          
0.955520   0.4440 0.971755  4  1 22  7                                          
0.955676   0.0004 0.859545  4  1 22  0                                          
0.955744   0.0004 0.963899  4  1 22  0                                          
0.956971   0.9999 0.937575  4  1 22  8                                          
0.957021   0.9999 0.984206  4  1 22  8                                          
0.960334   0.0001 0.980191  4  1 22  0                                          
0.960419   0.0001 0.992678  4  1 22  0                                          
0.961026   0.2190 0.984896  4  1 22  9                                          
0.961046   0.2190 0.892362  4  1 22  9                                          
0.962327   0.4496 0.973612  4  1 22 10                                          
0.962394   0.4496 0.505028  4  1 22 10                                          
0.965411   0.0017 0.995888  4  1 24  0                                          
0.965428   0.0017 0.993708  4  1 24  0                                          
0.965548   0.0010 0.678987  4  1 24  0                                          
0.965569   0.0010 0.968559  4  1 24  0                                          
0.965586   0.0112 0.989405  4  1 24  0                                          
0.965606   0.0112 0.989050  4  1 24  0                                          
0.965644   0.0002 0.994427  4  1 24  0                                          
0.965656   0.0002 0.995454  4  1 24  0                                          
0.965717   0.0001 0.948808  4  1 24  0                                          
0.965737   0.0001 0.857312  4  1 24  0                                          
0.965814   0.0066 0.996208  4  1 24  0                                          
0.965834   0.0066 0.992658  4  1 24  0                                          
0.966163   0.0574 0.996211  4  1 24  0                                          
0.966184   0.0574 0.992797  4  1 24  0                                          
0.966522   0.0318 0.905363  4  1 24  0                                          
0.966540   0.0318 0.962129  4  1 24  0                                          
0.967099   0.0853 0.973981  4  1 22  0                                          
0.967132   0.2232 0.996000  4  1 24 10                                          
0.967132   0.0853 0.996000  4  1 22  0                                          
0.967152   0.2232 0.996774  4  1 24 10                                          
0.967682   0.1147 0.999075  4  1 24  9                                          
0.967696   0.1147 0.998522  4  1 24  9                                          
0.968261   0.1627 0.969892  4  1 22  0                                          
0.968347   0.1627 0.966735  4  1 22  0                                          
0.968481   0.6494 0.994029  4  1 24  8                                          
0.968499   0.6494 0.990184  4  1 24  8                                          
0.969312   0.3035 0.997834  4  1 24  7                                          
0.969320   0.3035 0.998280  4  1 24  7                                          
0.970192   1.3546 0.997059  4  1 24  6                                          
0.970207   1.3546 0.993210  4  1 24  6                                          
0.971437   0.5624 0.997998  4  1 24  5                                          
0.971437   0.5624 0.997998  4  1 24  5                                          
0.972245   1.7385 0.988705  4  1 24  4                                          
0.972255   1.7385 0.997132  4  1 24  4                                          
0.973746   0.0267 0.950503  4  1 22  0                                          
0.973794   0.0267 0.965676  4  1 22  0                                          
0.974073   0.6328 0.988637  4  1 24  3                                          
0.974079   0.6328 0.991635  4  1 24  3                                          
0.974789   0.0478 0.985114  4  1 22  0                                          
0.974895   0.0478 0.998210  4  1 22  0                                          
0.979209   0.5126 0.968233  4  1 24  1                                          
0.979211   0.5126 0.972086  4  1 24  1                                          
0.979380   4.6956 0.885499  4  1 24  2                                          
0.979381   4.6956 0.900721  4  1 24  2                                          
0.979921   0.1513 0.999538  4  1 24  3                                          
0.979924   0.1513 0.999547  4  1 24  3                                          
0.980234   1.6243 0.965704  4  1 24  4                                          
0.980238   1.6243 0.973815  4  1 24  4                                          
0.980987   0.0067 0.999644  4  1 22  0                                          
0.981051   0.0067 0.999197  4  1 22  0                                          
0.981089   0.0569 0.997578  4  1 24  5                                          
0.981091   0.0569 0.997713  4  1 24  5                                          
0.981463   0.5126 0.998062  4  1 24  6                                          
0.981472   0.5126 0.995966  4  1 24  6                                          
0.981929   0.0115 0.970585  4  1 22  0                                          
0.982058   0.0115 0.988124  4  1 22  0                                          
0.982696   0.0189 0.995721  4  1 24  7                                          
0.982696   0.0189 0.995721  4  1 24  7                                          
0.983085   0.1364 0.999700  4  1 24  8                                          
0.983099   0.1364 0.999717  4  1 24  8                                          
0.984727   0.0051 0.998721  4  1 24  9                                          
0.984731   0.0051 0.998573  4  1 24  9                                          
0.985109   0.0302 0.998268  4  1 24 10                                          
0.985112   1.0388 0.998065  4  1 24  1                                          
0.985125   1.0388 0.996538  4  1 24  1                                          
0.985131   0.0302 0.995032  4  1 24 10                                          
0.987181   0.0012 0.998846  4  1 24  0                                          
0.987190   0.0012 0.999300  4  1 24  0                                          
0.987477   3.4765 0.999793  4  1 24  2                                          
0.987492   3.4765 0.999776  4  1 24  2                                          
0.987546   0.0055 0.997924  4  1 24  0                                          
0.987575   0.0055 0.999117  4  1 24  0                                          
0.988846   0.0014 0.999572  4  1 22  0                                          
0.988928   0.0014 0.999789  4  1 22  0                                          
0.989701   0.0023 0.999337  4  1 22  0                                          
0.989744   1.2808 0.998588  4  1 24  3                                          
0.989748   1.2808 0.997269  4  1 24  3                                          
0.989856   0.0023 0.999302  4  1 22  0                                          
0.990058   0.0002 0.998925  4  1 24  0                                          
0.990073   0.0002 0.994909  4  1 24  0                                          
0.990401   0.0008 0.999495  4  1 24  0                                          
0.990440   0.0008 0.994581  4  1 24  0                                          
0.991725   3.5916 0.999668  4  1 24  4                                          
0.991753   3.5916 0.999633  4  1 24  4                                          
0.993682   0.0001 0.999633  4  1 24  0                                          
0.993731   0.0001 0.998604  4  1 24  0                                          
0.994435   0.8193 0.999061  4  1 23  8                                          
0.994439   0.8193 0.999264  4  1 23  8                                          
0.994492   0.3972 0.999708  4  1 23 10                                          
0.994492   0.3972 0.999708  4  1 23 10                                          
0.994796   0.9574 0.999723  4  1 24  5                                          
0.994802   0.9574 0.999740  4  1 24  5                                          
0.994813   0.1903 0.999752  4  1 23  9                                          
0.994827   0.1903 0.999756  4  1 23  9                                          
0.994921   1.2922 0.999725  4  1 23  6                                          
0.994926   1.2922 0.999697  4  1 23  6                                          
0.995042   0.3584 0.999762  4  1 23  7                                          
0.995053   0.3584 0.999762  4  1 23  7                                          
0.995105   0.1536 0.999763  4  1 23  0                                          
0.995113   0.1536 0.999763  4  1 23  0                                          
0.995235   0.0794 0.999744  4  1 23  0                                          
0.995250   0.0794 0.999730  4  1 23  0                                          
0.995929   1.3425 0.999723  4  1 23  4                                          
0.995933   1.3425 0.999711  4  1 23  4                                          
0.995935   0.5064 0.999702  4  1 23  5                                          
0.995941   0.5064 0.999651  4  1 23  5                                          
0.996300   0.0484 0.999791  4  1 23  0                                          
0.996301   0.0266 0.999791  4  1 23  0                                          
0.996314   0.0266 0.999791  4  1 23  0                                          
0.996316   0.0484 0.999791  4  1 23  0                                          
0.996445   2.3060 0.998056  4  1 24  6                                          
0.996488   2.3060 0.999752  4  1 24  6                                          
0.997348   0.0002 0.999675  4  1 22  0                                          
0.997450   0.0002 0.999807  4  1 22  0                                          
0.997508   0.4680 0.999810  4  1 23  3                                          
0.997509   0.4680 0.999810  4  1 23  3                                          
0.998010   0.0073 0.999164  4  1 23  0                                          
0.998019   0.0073 0.999447  4  1 23  0                                          
0.998092   0.0126 0.999782  4  1 23  0                                          
0.998120   0.0126 0.999791  4  1 23  0                                          
0.998130   0.0004 0.999787  4  1 22  0                                          
0.998312   0.0004 0.999825  4  1 22  0                                          
1.000264   0.4981 0.999700  4  1 24  7                                          
1.000283   0.4981 0.999766  4  1 24  7                                          
1.000366   0.0016 0.999826  4  1 23  0                                          
1.000369   0.0016 0.999827  4  1 23  0                                          
1.000502   0.0027 0.999791  4  1 23  0                                          
1.000544   0.0027 0.999833  4  1 23  0                                          
1.001406   0.3298 0.999630  4  1 23  1                                          
1.001411   0.3298 0.999547  4  1 23  1                                          
1.001555   3.1161 0.999701  4  1 23  2                                          
1.001556   3.1161 0.999709  4  1 23  2                                          
1.001644   1.0627 0.999827  4  1 24  8                                          
1.001703   1.0627 0.999822  4  1 24  8                                          
1.002405   0.1059 0.999466  4  1 23  3                                          
1.002412   0.1059 0.999284  4  1 23  3                                          
1.002817   1.2627 0.999812  4  1 23  4                                          
1.002823   1.2627 0.999804  4  1 23  4                                          
1.003375   0.0003 0.999837  4  1 23  0                                          
1.003381   0.0003 0.999837  4  1 23  0                                          
1.003547   0.0005 0.999833  4  1 23  0                                          
1.003606   0.0005 0.999826  4  1 23  0                                          
1.004057   0.0464 0.998403  4  1 23  5                                          
1.004065   0.0464 0.993727  4  1 23  5                                          
1.004621   0.4937 0.999833  4  1 23  6                                          
1.004633   0.4937 0.999835  4  1 23  6                                          
1.006162   0.1886 0.998961  4  1 24  9                                          
1.006194   0.1886 0.998966  4  1 24  9                                          
1.006341   0.6638 0.999827  4  1 23  1                                          
1.006352   0.0195 0.999828  4  1 23  7                                          
1.006354   0.6638 0.999828  4  1 23  1                                          
1.006358   0.0195 0.999828  4  1 23  7                                          
1.006522   0.0000 0.999817  4  1 22  0                                          
1.006647   0.0000 0.999489  4  1 22  0                                          
1.006988   0.1745 0.999825  4  1 23  8                                          
1.007009   0.1745 0.999820  4  1 23  8                                          
1.007053   0.0000 0.999729  4  1 23  0                                          
1.007069   0.0000 0.999141  4  1 23  0                                          
1.007242   0.0001 0.990379  4  1 22  0                                          
1.007251   0.0001 0.997411  4  1 23  0                                          
1.007326   0.3667 0.999795  4  1 24 10                                          
1.007328   0.0001 0.999796  4  1 23  0                                          
